RecID,Filename,Duration,Keywords,SampleRate,BitDepth,Channels
204,CK_Blaster_Shot-261.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
205,CK_Blaster_Shot-262.wav,00:02.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
206,CK_Blaster_Shot-263.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
207,CK_Blaster_Shot-264.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
208,CK_Blaster_Shot-265.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
209,CK_Blaster_Shot-266.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
210,CK_Blaster_Shot-267.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
211,CK_Blaster_Shot-268.wav,00:02.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
212,CK_Blaster_Shot-269.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
213,CK_Blaster_Shot-27.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
214,CK_Blaster_Shot-270.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
215,CK_Blaster_Shot-271.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
216,CK_Blaster_Shot-272.wav,00:02.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
217,CK_Blaster_Shot-273.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
218,CK_Blaster_Shot-274.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
219,CK_Blaster_Shot-275.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
220,CK_Blaster_Shot-276.wav,00:02.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
221,CK_Blaster_Shot-277.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
222,CK_Blaster_Shot-278.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
223,CK_Blaster_Shot-279.wav,00:01.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
224,CK_Blaster_Shot-28.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
225,CK_Blaster_Shot-280.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
226,CK_Blaster_Shot-281.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
227,CK_Blaster_Shot-282.wav,00:02.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
228,CK_Blaster_Shot-283.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
229,CK_Blaster_Shot-284.wav,00:03.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
230,CK_Blaster_Shot-285.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
231,CK_Blaster_Shot-286.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
232,CK_Blaster_Shot-287.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
233,CK_Blaster_Shot-288.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
234,CK_Blaster_Shot-289.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
235,CK_Blaster_Shot-29.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
236,CK_Blaster_Shot-290.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
237,CK_Blaster_Shot-291.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
238,CK_Blaster_Shot-292.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
239,CK_Blaster_Shot-293.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
240,CK_Blaster_Shot-294.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
241,CK_Blaster_Shot-295.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
242,CK_Blaster_Shot-296.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
243,CK_Blaster_Shot-297.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
244,CK_Blaster_Shot-298.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
245,CK_Blaster_Shot-299.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
246,CK_Blaster_Shot-30.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
247,CK_Blaster_Shot-300.wav,00:02.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
248,CK_Blaster_Shot-301.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
249,CK_Blaster_Shot-302.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
250,CK_Blaster_Shot-303.wav,00:02.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
251,CK_Blaster_Shot-304.wav,00:02.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
252,CK_Blaster_Shot-305.wav,00:01.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
253,CK_Blaster_Shot-306.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
254,CK_Blaster_Shot-307.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
255,CK_Blaster_Shot-308.wav,00:01.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
256,CK_Blaster_Shot-309.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
257,CK_Blaster_Shot-31.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
258,CK_Blaster_Shot-310.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
259,CK_Blaster_Shot-311.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
260,CK_Blaster_Shot-312.wav,00:02.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
261,CK_Blaster_Shot-313.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
262,CK_Blaster_Shot-314.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
263,CK_Blaster_Shot-315.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
264,CK_Blaster_Shot-316.wav,00:02.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
265,CK_Blaster_Shot-317.wav,00:03.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
266,CK_Blaster_Shot-318.wav,00:02.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
267,CK_Blaster_Shot-32.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
268,CK_Blaster_Shot-33.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
269,CK_Blaster_Shot-34.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
270,CK_Blaster_Shot-35.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
271,CK_Blaster_Shot-36.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
272,CK_Blaster_Shot-37.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
273,CK_Blaster_Shot-38.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
274,CK_Blaster_Shot-39.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
275,CK_Blaster_Shot-40.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
276,CK_Blaster_Shot-41.wav,00:01.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
277,CK_Blaster_Shot-42.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
278,CK_Blaster_Shot-43.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
279,CK_Blaster_Shot-44.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
280,CK_Blaster_Shot-45.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
281,CK_Blaster_Shot-46.wav,00:00.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
282,CK_Blaster_Shot-47.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
283,CK_Blaster_Shot-48.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
284,CK_Blaster_Shot-49.wav,00:00.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
285,CK_Blaster_Shot-50.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
286,CK_Blaster_Shot-51.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
287,CK_Blaster_Shot-52.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
288,CK_Blaster_Shot-53.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
289,CK_Blaster_Shot-54.wav,00:01.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
290,CK_Blaster_Shot-55.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
291,CK_Blaster_Shot-56.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
292,CK_Blaster_Shot-57.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
293,CK_Blaster_Shot-58.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
294,CK_Blaster_Shot-59.wav,00:02.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
295,CK_Blaster_Shot-60.wav,00:02.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
296,CK_Blaster_Shot-61.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
297,CK_Blaster_Shot-62.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
298,CK_Blaster_Shot-63.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
299,CK_Blaster_Shot-64.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
300,CK_Blaster_Shot-65.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
301,CK_Blaster_Shot-66.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
302,CK_Blaster_Shot-67.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
303,CK_Blaster_Shot-68.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
304,CK_Blaster_Shot-69.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
305,CK_Blaster_Shot-70.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
306,CK_Blaster_Shot-71.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
307,CK_Blaster_Shot-72.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
308,CK_Blaster_Shot-73.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
309,CK_Blaster_Shot-74.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
310,CK_Blaster_Shot-75.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
311,CK_Blaster_Shot-76.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
312,CK_Blaster_Shot-77.wav,00:01.0,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
313,CK_Blaster_Shot-78.wav,00:01.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
314,CK_Blaster_Shot-79.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
315,CK_Blaster_Shot-80.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
316,CK_Blaster_Shot-81.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
317,CK_Blaster_Shot-82.wav,00:01.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
318,CK_Blaster_Shot-83.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
319,CK_Blaster_Shot-84.wav,00:00.8,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
320,CK_Blaster_Shot-85.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
321,CK_Blaster_Shot-86.wav,00:00.7,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
322,CK_Blaster_Shot-87.wav,00:01.3,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
323,CK_Blaster_Shot-88.wav,00:01.1,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
324,CK_Blaster_Shot-89.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
325,CK_Blaster_Shot-90.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
326,CK_Blaster_Shot-91.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
327,CK_Blaster_Shot-92.wav,00:00.9,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
328,CK_Blaster_Shot-93.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
329,CK_Blaster_Shot-94.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
330,CK_Blaster_Shot-95.wav,00:01.5,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
331,CK_Blaster_Shot-96.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
332,CK_Blaster_Shot-97.wav,00:01.2,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
333,CK_Blaster_Shot-98.wav,00:01.6,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
334,CK_Blaster_Shot-99.wav,00:01.4,"sci-fi, futuristic, weapon, gun, blaster, laser, pistol, shot, rifle",48000,24,2
335,CK_Electricity_Current-01.wav,00:00.5,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
336,CK_Electricity_Current-02.wav,00:00.7,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
337,CK_Electricity_Current-03.wav,00:00.7,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
338,CK_Electricity_Current-04.wav,00:00.9,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
339,CK_Electricity_Current-05.wav,00:00.9,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
340,CK_Electricity_Current-06.wav,00:01.0,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
341,CK_Electricity_Current-07.wav,00:01.2,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
342,CK_Electricity_Current-08.wav,00:00.8,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
343,CK_Electricity_Current-09.wav,00:00.6,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
344,CK_Electricity_Current-10.wav,00:01.4,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
345,CK_Electricity_Current-11.wav,00:00.7,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
346,CK_Electricity_Current-12.wav,00:00.9,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
347,CK_Electricity_Current-13.wav,00:01.3,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
348,CK_Electricity_Current-14.wav,00:00.7,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
349,CK_Electricity_Current-15.wav,00:00.5,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
350,CK_Electricity_Current-16.wav,00:02.1,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
351,CK_Electricity_Current-17.wav,00:01.8,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
352,CK_Electricity_Current-18.wav,00:00.5,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
353,CK_Electricity_Current-19.wav,00:00.8,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
354,CK_Electricity_Current-20.wav,00:01.1,"sci-fi, futuristic, weapon, gun, electricity, current, volt",48000,24,2
355,CK_Electricity_Misc-01.wav,02:00.8,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,2
356,CK_Electricity_Misc-02.wav,00:07.2,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,2
357,CK_Electricity_Misc-03.wav,00:03.2,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,1
358,CK_Electricity_Misc-04.wav,00:02.8,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,2
359,CK_Electricity_Misc-05.wav,00:02.8,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,2
360,CK_Electricity_Misc-06.wav,00:02.0,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,2
361,CK_Electricity_Misc-07.wav,00:01.1,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,2
362,CK_Electricity_Misc-08.wav,00:02.8,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,2
363,CK_Electricity_Misc-09.wav,00:02.8,"sci-fi, futuristic, weapon, gun, electricity, current, spark, misc, various",48000,24,2
364,CK_Electricity_Sparks-01.wav,00:00.6,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
365,CK_Electricity_Sparks-02.wav,00:01.2,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
366,CK_Electricity_Sparks-03.wav,00:00.6,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
367,CK_Electricity_Sparks-04.wav,00:00.6,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
368,CK_Electricity_Sparks-05.wav,00:00.7,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
369,CK_Electricity_Sparks-06.wav,00:01.3,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
370,CK_Electricity_Sparks-07.wav,00:00.3,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
371,CK_Electricity_Sparks-08.wav,00:00.3,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
372,CK_Electricity_Sparks-09.wav,00:00.5,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
373,CK_Electricity_Sparks-10.wav,00:01.1,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
374,CK_Electricity_Sparks-11.wav,00:02.1,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
375,CK_Electricity_Sparks-12.wav,00:02.8,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
376,CK_Electricity_Sparks-13.wav,00:19.1,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
377,CK_Electricity_Sparks-14.wav,00:01.3,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
378,CK_Electricity_Sparks-15.wav,00:00.9,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
379,CK_Electricity_Sparks-16.wav,00:01.1,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
380,CK_Electricity_Sparks-17.wav,00:01.6,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
381,CK_Electricity_Sparks-18.wav,00:01.2,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
382,CK_Electricity_Sparks-19.wav,00:00.5,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
383,CK_Electricity_Sparks-20.wav,00:01.7,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
384,CK_Electricity_Sparks-21.wav,00:03.9,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
385,CK_Electricity_Sparks-22.wav,00:19.5,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
386,CK_Electricity_Sparks-23.wav,00:18.3,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
387,CK_Electricity_Sparks-24.wav,00:08.2,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
388,CK_Electricity_Sparks-25.wav,00:18.2,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
389,CK_Electricity_Sparks-26.wav,00:01.5,"sci-fi, futuristic, weapon, gun, electricity, spark, recording, high, voltage",48000,24,1
390,CK_Electricity_Sparks_Processed-01.wav,00:53.2,"sci-fi, futuristic, weapon, gun, electricity, spark, processed, high, voltage",48000,24,2
391,CK_Electricity_Sparks_Processed-02.wav,01:30.3,"sci-fi, futuristic, weapon, gun, electricity, spark, processed, high, voltage",48000,24,2
392,CK_Electricity_Sparks_Processed-03.wav,02:07.0,"sci-fi, futuristic, weapon, gun, electricity, spark, processed, high, voltage",48000,24,2
393,CK_Electricity_Sparks_Processed-04.wav,00:02.0,"sci-fi, futuristic, weapon, gun, electricity, spark, processed, high, voltage",48000,24,2
394,CK_Foley-01.wav,00:01.1,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
395,CK_Foley-02.wav,00:01.3,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
396,CK_Foley-03.wav,00:01.3,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
397,CK_Foley-04.wav,00:01.4,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
398,CK_Foley-05.wav,00:01.5,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
399,CK_Foley-06.wav,00:01.3,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
400,CK_Foley-07.wav,00:00.9,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
401,CK_Foley-08.wav,00:00.9,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
402,CK_Foley-09.wav,00:01.2,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
403,CK_Foley-10.wav,00:01.5,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
404,CK_Foley-100.wav,00:00.5,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
405,CK_Foley-101.wav,00:00.5,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
406,CK_Foley-102.wav,00:00.5,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
407,CK_Foley-103.wav,00:00.5,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
408,CK_Foley-104.wav,00:00.5,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
409,CK_Foley-105.wav,00:00.5,"sci-fi, futuristic, weapon, gun, foley, trigger, bolt, cock, action, mechanic, click",48000,24,2
